name,country,institution,dblp,pid,final_url,expertise
philippe cudre-mauroux,switzerland,university of fribourg,https://dblp.org/pers/c/Cudr=eacute==Mauroux:Philippe.html,71-5578,https://dblp.org/pid/71/5578.html,1
philippe lamarre,france,insa-lyon france,https://dblp.uni-trier.de/pers/l/Lamarre:Philippe.html,59-5146,https://dblp.uni-trier.de/pid/59/5146.html,5
pierangela samarati,italy,universita delgi studi di milano,https://dblp.org/pid/s/PSamarati.html,s-PSamarati,https://dblp.org/pid/s/PSamarati.html,8
pierre geneves,france,inria,https://dblp.org/pid/g/PGeneves.html,g-PGeneves,https://dblp.org/pid/g/PGeneves.html,1
pierre senellart,france,ens paris,https://dblp.org/pid/12/225.html,12-225,https://dblp.org/pid/12/225.html,9
pinar karagoz,turkey,"metu, turkey",https://dblp.org/pid/s/PinarSenkul.html,s-PinarSenkul,https://dblp.org/pid/s/PinarSenkul.html,3
pinar tozun,denmark,itu copenhagen,https://dblp.org/pers/t/T=ouml=z=uuml=n:Pinar.html,86-9726,https://dblp.org/pid/86/9726.html,8
ping lu,china,beihang univ.,https://dblp.org/pers/hd/l/Lu:Ping,39-7035,https://dblp.org/pid/39/7035.html,2
pinkesh badjatiya,india,iiit hyderabad,https://dblp.org/pid/198/5418.html,198-5418,https://dblp.org/pid/198/5418.html,9
pinkesh badjatiya,india,iiit hyderabad,https://dblp.org/pid/198/5418.html,198-5418,https://dblp.org/pid/198/5418.html,4
ponnurangam kumaraguru,india,iiitd,https://dblp.uni-trier.de/pers/k/Kumaraguru:Ponnurangam.html,97-5147,https://dblp.uni-trier.de/pid/97/5147.html,6
pooja aggarwal,india,ibm research,https://dblp.org/pid/133/3638.html,133-3638,https://dblp.org/pid/133/3638.html,6
pranav maneriker,united states,the ohio state university,https://dblp.org/pid/188/7008.html,188-7008,https://dblp.org/pid/188/7008.html,6
pranay lohia,india,ibm research ai,https://dblp.org/pid/188/6387.html,188-6387,https://dblp.org/pid/188/6387.html,7
prasant misra,india,tcs research & innovation,https://dblp.org/pid/87/7541.html,87-7541,https://dblp.org/pid/87/7541.html,2
prashanth menon,united states,databricks,https://dblp.org/pid/145/6329.html,145-6329,https://dblp.org/pid/145/6329.html,6
prathosh ap,india,indian institute of technology,https://dblp.org/pers/hd/p/P=:Prathosh_A=,218-5887,https://dblp.org/pid/218/5887.html,5
pratibha moogi,india,ibm,https://dblp.org/pid/128/2991.html,128-2991,https://dblp.org/pid/128/2991.html,8
preethi jyothi,united states,university of illinois at urbana-champaign,https://dblp.org/pers/j/Jyothi:Preethi.html,01-9014,https://dblp.org/pid/01/9014.html,2
prerna agarwal,india,ibm,https://dblp.org/pid/194/4909.html,194-4909,https://dblp.org/pid/194/4909.html,5
prithu banerjee,india,ubc,https://dblp.org/pid/80/10462.html,80-10462,https://dblp.org/pid/80/10462.html,10
prithviraj sen,united states,ibm almaden research center,https://dblp.org/pers/s/Sen:Prithviraj.html,58-1388,https://dblp.org/pid/58/1388.html,8
priya radhakrishnan,india,iiit hyderabad,https://dblp.uni-trier.de/pers/r/Radhakrishnan:Priya.html,147-9053,https://dblp.uni-trier.de/pid/147/9053.html,9
qi li,china,tsinghua university,https://dblp.org/pid/181/2688-2.html,181-2688-2,https://dblp.org/pid/181/2688-2.html,9
qi zhu,united states,university of illinois urbana-champaign,https://dblp.org/pid/66/5923-8.html,66-5923-8,https://dblp.org/pid/66/5923-8.html,1
qian lin,china,bytedance,https://dblp.org/pid/79/3108.html,79-3108,https://dblp.org/pid/79/3108.html,10
qian lin,singapore,national university of singapore,https://dblp.org/pid/79/3108.html,79-3108,https://dblp.org/pid/79/3108.html,9
qiang huang,singapore,nus,https://dblp.org/pid/80/2732.html,80-2732,https://dblp.org/pid/80/2732.html,4
qiang liu,china,weibo,https://dblp.uni-trier.de/pers/l/Liu:Qiang.html,61-3234,https://dblp.uni-trier.de/pid/61/3234.html,1
qiang yang,hong kong sar,hkust,https://dblp.org/pid/82/6362-1.html,82-6362-1,https://dblp.org/pid/82/6362-1.html,6
qiang yin,china,alibaba group,https://dblp.org/pers/y/Yin:Qiang.html,20-9622,https://dblp.org/pid/20/9622.html,8
qiang zhu,united states,university of michigan - dearborn,https://dblp.org/pers/hd/z/Zhu_0001:Qiang,34-6522-1,https://dblp.org/pid/34/6522-1.html,1
qin zhang,united states,indiana university bloomington,https://dblp.org/pers/hd/z/Zhang_0001:Qin,45-47-1,https://dblp.org/pid/45/47-1.html,6
qing li,hong kong sar,the hong kong polytechnic university,https://dblp.org/pid/181/2689-1.html,181-2689-1,https://dblp.org/pid/181/2689-1.html,1
qingkai zeng,china,university of notre dame,https://dblp.org/pers/z/Zeng:Qingkai.html,66-3005,https://dblp.org/pid/66/3005.html,10
qingyao ai,united states,university of utah,https://dblp.uni-trier.de/pers/hd/a/Ai:Qingyao,169-1808,https://dblp.uni-trier.de/pid/169/1808.html,6
qiong luo,hong kong sar,hkust,https://dblp.org/pers/hd/l/Luo_0001:Qiong,l-QiongLuo,https://dblp.org/pid/l/QiongLuo.html,9
quanquan gu,united states,university of virginia,https://dblp.org/pers/g/Gu:Quanquan.html,50-4597,https://dblp.org/pid/50/4597.html,9
r uday kiran,japan,the university of tokyo,https://dblp.org/pid/11/1466.html,11-1466,https://dblp.org/pid/11/1466.html,10
rachel pottinger,canada,ubc,https://dblp.org/pid/68/1297.html,68-1297,https://dblp.org/pid/68/1297.html,2
rada chirkova,united states,nc state university,https://dblp.org/pers/c/Chirkova:Rada.html,01-3589,https://dblp.org/pid/01/3589.html,5
rajmohan c,india,ibm,https://dblp.org/pid/205/9137.html,205-9137,https://dblp.org/pid/205/9137.html,9
raju balakrishnan,united states,orkus,https://dblp.uni-trier.de/pers/b/Balakrishnan:Raju.html,68-1677,https://dblp.uni-trier.de/pid/68/1677.html,4
rakesh malladi,united states,linkedin corporation,https://dblp.org/pid/48/10806.html,48-10806,https://dblp.org/pid/48/10806.html,10
ralf schenkel,germany,university of trier,https://dblp.org/pers/s/Schenkel:Ralf.html,s-RalfSchenkel,https://dblp.org/pid/s/RalfSchenkel.html,2
raluca ada popa,united states,berkeley,https://dblp.org/pid/91/275.html,91-275,https://dblp.org/pid/91/275.html,10
ramasuri narayanam,india,ibm irl,https://dblp.org/pers/n/Narayanam:Ramasuri.html,56-3378,https://dblp.org/pid/56/3378.html,6
ramasuri narayanam,india,ibm research - india,https://dblp.org/pers/n/Narayanam:Ramasuri.html,56-3378,https://dblp.org/pid/56/3378.html,4
ran le,china,"peking university, icst",https://dblp.uni-trier.de/pers/hd/l/Le:Ran,245-6042,https://dblp.uni-trier.de/pid/245/6042.html,5
raoni lourenco,united states,new york university,https://dblp.org/pid/241/7225.html,241-7225,https://dblp.org/pid/241/7225.html,9
raul castro fernandez,united states,university of chicago,https://dblp.org/pers/f/Fernandez:Raul_Castro.html,131-4202,https://dblp.org/pid/131/4202.html,1
ravi kiran sarvadevabhatla,india,iiit hyderabad,https://dblp.org/pers/s/Sarvadevabhatla:Ravi_Kiran.html,62-150,https://dblp.org/pid/62/150.html,10
ravi ramamurthy,united states,microsoft,https://dblp.uni-trier.de/pers/r/Ramamurthy:Ravishankar.html,02-4973,https://dblp.uni-trier.de/pid/02/4973.html,1
raymond chi-wing wong,hong kong sar,hong kong university of science and technology,https://dblp.org/pid/w/RaymondChiWingWong.html,w-RaymondChiWingWong,https://dblp.org/pid/w/RaymondChiWingWong.html,8
raymond wong,hong kong sar,hkust,https://dblp.org/pid/w/RaymondChiWingWong.html,w-RaymondChiWingWong,https://dblp.org/pid/w/RaymondChiWingWong.html,10
razieh rahimi,united states,university of massachusetts amherst,https://dblp.org/pers/r/Rahimi:Razieh.html,13-7406,https://dblp.org/pid/13/7406.html,1
rebecca taft,united states,cockroach lab,https://dblp.org/pers/t/Taft:Rebecca.html,147-1198,https://dblp.org/pid/147/1198.html,8
rebecca taft,united states,mit,https://dblp.org/pers/t/Taft:Rebecca.html,147-1198,https://dblp.org/pid/147/1198.html,4
remy wang,united states,u of washington,https://dblp.org/pid/185/9964.html,185-9964,https://dblp.org/pid/185/9964.html,6
renata borovica-gajic,australia,university of melbourne,https://dblp.org/pid/36/10568.html,36-10568,https://dblp.org/pid/36/10568.html,4
rene mueller,united states,ibm research - almaden,https://dblp.org/pid/m/ReneMuller.html,m-ReneMuller,https://dblp.org/pid/m/ReneMuller.html,4
rene mueller,switzerland,nvidia,https://dblp.org/pid/m/ReneMuller.html,m-ReneMuller,https://dblp.org/pid/m/ReneMuller.html,7
renee miller,united states,northeastern,https://dblp.org/pid/m/RJMiller.html,m-RJMiller,https://dblp.org/pid/m/RJMiller.html,2
renee miller,united states,northeastern,https://dblp.org/pid/m/RJMiller.html,m-RJMiller,https://dblp.org/pid/m/RJMiller.html,7
renee miller,canada,univ of toronto,https://dblp.org/pid/m/RJMiller.html,m-RJMiller,https://dblp.org/pid/m/RJMiller.html,2
renfen hu,china,beijing normal university,https://dblp.org/pers/h/Hu:Renfen.html,137-9588,https://dblp.org/pid/137/9588.html,2
renqin cai,united states,university of virginia,https://dblp.org/pers/c/Cai:Renqin.html,204-0158,https://dblp.org/pid/204/0158.html,10
renuka sindhgatta,india,ibm research,https://dblp.org/pid/s/RenukaSindhgatta.html,s-RenukaSindhgatta,https://dblp.org/pid/s/RenukaSindhgatta.html,1
reynold cheng,hong kong sar,"the university of hong kong, china",https://dblp.org/pers/c/Cheng:Reynold.html,89-2619,https://dblp.org/pid/89/2619.html,2
reza akbarinia,france,inria,https://dblp.org/pers/a/Akbarinia:Reza.html,25-3618,https://dblp.org/pid/25/3618.html,2
riccardo tommasini,estonia,university of tartu,https://dblp.org/pid/169/8184.html,169-8184,https://dblp.org/pid/169/8184.html,7
riccardo torlone,italy,universitã  roma tre,https://dblp.org/pid/t/RiccardoTorlone.html,t-RiccardoTorlone,https://dblp.org/pid/t/RiccardoTorlone.html,4
richa singh,india,iit jodhpur,https://dblp.org/pers/hd/s/Singh_0001:Richa,75-3512,https://dblp.org/pid/75/3512.html,4
richard mccreadie,united kingdom,university of glasgow,https://dblp.org/pers/m/McCreadie:Richard.html,29-7184,https://dblp.org/pid/29/7184.html,4
rishabh mehrotra,united kingdom,spotify research,https://dblp.org/pers/m/Mehrotra:Rishabh.html,121-4289,https://dblp.org/pid/121/4289.html,6
rishi ranjan singh,india,indian institute of technology bhilai,https://dblp.org/pers/s/Singh:Rishi_Ranjan.html,129-1674,https://dblp.org/pid/129/1674.html,9
rishiraj saha roy,germany,max planck institute for informatics,https://dblp.org/pers/r/Roy:Rishiraj_Saha.html,96-7128,https://dblp.org/pid/96/7128.html,9
ritwik sinha,india,adobe research,https://dblp.org/pid/127/3163.html,127-3163,https://dblp.org/pid/127/3163.html,7
roger zimmermann,singapore,national university of singapore,https://dblp.org/pid/79/1490.html,79-1490,https://dblp.org/pid/79/1490.html,1
roman vainshtein,israel,ben gurion university,https://dblp.org/pers/hd/v/Vainshtein:Roman,228-2573,https://dblp.org/pid/228/2573.html,8
ronghua li,china,beijing institute of technology,https://dblp.org/pid/37/548.html,37-548,https://dblp.org/pid/37/548.html,10
rong-hua li,china,beijing institute of technology,https://dblp.org/pid/37/548.html,37-548,https://dblp.org/pid/37/548.html,2
ruggero g. pensa,italy,"university of torino, italy",https://dblp.org/pers/p/Pensa:Ruggero_G=.html,23-1886,https://dblp.org/pid/23/1886.html,10
ruhi sharma mittal,india,ibm research,https://dblp.org/pid/218/9188.html,218-9188,https://dblp.org/pid/218/9188.html,4
rui mao,china,shenzhen university,https://dblp.org/pid/51/5793.html,51-5793,https://dblp.org/pid/51/5793.html,6
rui yan,china,peking university,https://dblp.org/pers/hd/y/Yan_0001:Rui,19-2405-1,https://dblp.org/pid/19/2405-1.html,1
rui zhang,china,tsinghua university graduate school at shenzhen,https://dblp.uni-trier.de/pid/03/505.html,03-505,https://dblp.uni-trier.de/pid/03/505.html,5
rui zhang,australia,university of melbourne,https://dblp.uni-trier.de/pid/03/505.html,03-505,https://dblp.uni-trier.de/pid/03/505.html,3
rui zhang,australia,"university of melbourne, australia",https://dblp.uni-trier.de/pid/03/505.html,03-505,https://dblp.uni-trier.de/pid/03/505.html,3
ruobing xie,china,"wechat, tencent",https://dblp.org/pers/x/Xie:Ruobing.html,178-8590,https://dblp.org/pid/178/8590.html,4
ruoming jin,united states,kent state university,https://dblp.uni-trier.de/pers/j/Jin:Ruoming.html,72-4662,https://dblp.uni-trier.de/pid/72/4662.html,7
ryan johnson,united states,amazon web services,https://dblp.org/pid/98/3414-1.html,98-3414-1,https://dblp.org/pid/98/3414-1.html,5
ryan johnson,united states,logic blox,https://dblp.org/pid/98/3414-1.html,98-3414-1,https://dblp.org/pid/98/3414-1.html,7
ryan marcus,united states,mit,https://dblp.org/pers/m/Marcus:Ryan.html,175-1473,https://dblp.org/pid/175/1473.html,2
ryan rogers,united states,linkedin,https://dblp.org/pid/137/8445.html,137-8445,https://dblp.org/pid/137/8445.html,9
ryan rossi,united states,adobe research,https://dblp.uni-trier.de/pers/r/Rossi:Ryan_A=.html,17-5085,https://dblp.uni-trier.de/pid/17/5085.html,8
s. sudarshan,india,iit bombay,https://dblp.org/pid/s/SSudarshan1.html,s-SSudarshan1,https://dblp.org/pid/s/SSudarshan1.html,8
sabine storandt,germany,university of konstanz,https://dblp.org/pid/74/9877.html,74-9877,https://dblp.org/pid/74/9877.html,8
sachindra joshi,india,ibm research - india,https://dblp.org/pid/96/2418.html,96-2418,https://dblp.org/pid/96/2418.html,10
saeed salem,united states,north dakota state university,https://dblp.org/pers/s/Salem:Saeed.html,26-101,https://dblp.org/pid/26/101.html,8
sahely bhadra,india,indian institute of technology palakkad,https://dblp.org/pid/90/2736.html,90-2736,https://dblp.org/pid/90/2736.html,7
sahil chelaramani,india,"international institute of information technology, hyderabad",https://dblp.org/pid/213/4131.html,213-4131,https://dblp.org/pid/213/4131.html,5
sai wu,china,zju,https://dblp.org/pers/w/Wu:Sai.html,30-1186,https://dblp.org/pid/30/1186.html,5
sainyam galhotra,united states,university of massachusetts amherst,https://dblp.uni-trier.de/pers/g/Galhotra:Sainyam.html,136-7969,https://dblp.uni-trier.de/pid/136/7969.html,5
sajjadur rahman,united states,megagon labs,https://dblp.org/pid/168/0294.html,168-0294,https://dblp.org/pid/168/0294.html,10
saket sathe,australia,ibm research australia,https://dblp.org/pid/55/1967.html,55-1967,https://dblp.org/pid/55/1967.html,2
salil joshi,india,american express big data labs,https://dblp.org/pid/22/835-1.html,22-835-1,https://dblp.org/pid/22/835-1.html,9
sam idicula,united states,oracle america (oracle labs),https://dblp.org/pers/i/Idicula:Sam.html,98-7258,https://dblp.org/pid/98/7258.html,5
sambuddha roy,india,,https://dblp.uni-trier.de/pers/r/Roy:Sambuddha.html,71-1647,https://dblp.uni-trier.de/pid/71/1647.html,1
samuel madden,united states,mit,https://dblp.org/pid/m/SamuelMadden.html,m-SamuelMadden,https://dblp.org/pid/m/SamuelMadden.html,7
sandeep hans,india,ibm,https://dblp.org/pid/11/7555.html,11-7555,https://dblp.org/pid/11/7555.html,3
sandeep hans,india,"ibm research, india",https://dblp.org/pid/11/7555.html,11-7555,https://dblp.org/pid/11/7555.html,9
sandeep tata,united states,"google, usa",https://dblp.org/pers/t/Tata:Sandeep.html,20-1055,https://dblp.org/pid/20/1055.html,3
sandipan sikdar,germany,rwth aachen university,https://dblp.org/pid/139/2312.html,139-2312,https://dblp.org/pid/139/2312.html,1
sang won lee,south korea,sungkyunkwan university,https://dblp.uni-trier.de/pers/l/Lee_0001:Sang=Won.html,l-SangWonLee,https://dblp.uni-trier.de/pid/l/SangWonLee.html,5
sanjay krishnan,united states,u chicago,https://dblp.org/pers/k/Krishnan:Sanjay.html,147-1189,https://dblp.org/pid/147/1189.html,10
sanjay purushotham,united states,university of southern california,https://dblp.org/pers/p/Purushotham:Sanjay.html,50-7626,https://dblp.org/pid/50/7626.html,10
sanjib kumar das,united states,google,https://dblp.org/pid/92/6085.html,92-6085,https://dblp.org/pid/92/6085.html,5
saptarshi ghosh,india,indian institute of technology kharagpur,https://dblp.uni-trier.de/pers/hd/g/Ghosh_0001:Saptarshi,06-900-1,https://dblp.uni-trier.de/pid/06/900-1.html,4
sara cohen,israel,the hebrew university of jerusalem,https://dblp.uni-trier.de/pers/c/Cohen:Sara.html,c-SaraCohen,https://dblp.uni-trier.de/pid/c/SaraCohen.html,7
saravanan thirumuruganathan,qatar,qcri,https://dblp.org/pid/57/10514.html,57-10514,https://dblp.org/pid/57/10514.html,7
saravanan thirumuruganathan,qatar,"qcri, hbku",https://dblp.org/pid/57/10514.html,57-10514,https://dblp.org/pid/57/10514.html,3
sathya peri,india,indian institute of technology hyderabad,https://dblp.uni-trier.de/pers/p/Peri:Sathya.html,41-5564,https://dblp.uni-trier.de/pid/41/5564.html,7
sayan ranu,india,"iit, delhi",https://dblp.org/pers/r/Ranu:Sayan.html,38-768,https://dblp.org/pid/38/768.html,2
sean wang,china,fudan university,https://dblp.org/pid/w/XiaoyangSeanWang.html,w-XiaoyangSeanWang,https://dblp.org/pid/w/XiaoyangSeanWang.html,4
sergio greco,italy,"univ. of calabria, italy",https://dblp.uni-trier.de/pid/g/SergioGreco.html,g-SergioGreco,https://dblp.uni-trier.de/pid/g/SergioGreco.html,4
shady elbassuoni,lebanon,aub,https://dblp.org/pers/e/Elbassuoni:Shady.html,82-4089,https://dblp.org/pid/82/4089.html,10
shahram ghandeharizadeh,united states,ucs,https://dblp.uni-trier.de/pers/g/Ghandeharizadeh:Shahram.html,g-SGhandeharizadeh,https://dblp.uni-trier.de/pid/g/SGhandeharizadeh.html,6
shaikhha amir,united kingdom,u. of edinburgh,https://dblp.org/pid/143/6186.html,143-6186,https://dblp.org/pid/143/6186.html,8
shan-hung (brandon) wu,taiwan,national tsing hua university,https://dblp.org/pid/94/2844.html,94-2844,https://dblp.org/pid/94/2844.html,1
shanmuganathan raman,india,iit gandhinagar,https://dblp.uni-trier.de/pers/r/Raman:Shanmuganathan.html,70-4688,https://dblp.uni-trier.de/pid/70/4688.html,10
shanshan feng,china,"harbin institute of technology, shenzhen",https://dblp.org/pid/149/1281.html,149-1281,https://dblp.org/pid/149/1281.html,10
shantanu godbole,india,ibm,https://dblp.org/pid/38/3523.html,38-3523,https://dblp.org/pid/38/3523.html,2
shantanu sharma,united states,new jersey institute of technology,https://dblp.org/pid/83/2389-1.html,83-2389-1,https://dblp.org/pid/83/2389-1.html,6
shantanu sharma,united states,"university of california, irvine",https://dblp.org/pid/83/2389-1.html,83-2389-1,https://dblp.org/pid/83/2389-1.html,2
shaoxu song,china,tsinghua university,https://dblp.org/pers/s/Song:Shaoxu.html,20-3883,https://dblp.org/pid/20/3883.html,7
sharad mehrotra,united states,u. c. irvine,https://dblp.org/pid/m/SharadMehrotra.html,m-SharadMehrotra,https://dblp.org/pid/m/SharadMehrotra.html,10
shel finkelstein,united states,university of california at santa cruz,https://dblp.org/pers/f/Finkelstein:Shel.html,98-2324,https://dblp.org/pid/98/2324.html,6
shen gao,china,peking university,https://dblp.org/pers/g/Gao:Shen.html,85-7967,https://dblp.org/pid/85/7967.html,10
sheng wang,china,alibaba group,https://dblp.org/pid/85/1868-11.html,85-1868-11,https://dblp.org/pid/85/1868-11.html,9
sheng wang,united states,new york university,https://dblp.org/pid/85/1868.html,85-1868,https://dblp.org/pid/85/1868.html,1
sheng wang,china,wuhan university,https://dblp.org/pid/85/1868-7.html,85-1868-7,https://dblp.org/pid/85/1868-7.html,8
shengchao liu,united states,university of wisconsin-madison,https://dblp.uni-trier.de/pers/hd/l/Liu:Shengchao,217-7022,https://dblp.uni-trier.de/pid/217/7022.html,5
shimin chen,china,chinese academy of sciences,https://dblp.org/pid/c/ShiminChen.html,c-ShiminChen,https://dblp.org/pid/c/ShiminChen.html,10
shirish tatikonda,united states,target corp.,https://dblp.org/pers/t/Tatikonda:Shirish.html,35-3834,https://dblp.org/pid/35/3834.html,6
shivali agarwal,india,"ibm, india research lab",https://dblp.org/pers/a/Agarwal:Shivali.html,43-5188,https://dblp.org/pid/43/5188.html,7
shixuan sun,china,tongji university,https://dblp.org/pid/131/9481.html,131-9481,https://dblp.org/pid/131/9481.html,2
shoaib jameel,united kingdom,kent university,https://dblp.org/pers/j/Jameel:Shoaib.html,94-10440,https://dblp.org/pid/94/10440.html,3
shou lidan,china,zhejiang university,https://dblp.org/pers/s/Shou:Lidan.html,21-5967,https://dblp.org/pid/21/5967.html,3
shoumik palkar,united states,databricks,https://dblp.org/pid/168/9023.html,168-9023,https://dblp.org/pid/168/9023.html,3
shourya roy,india,american express,https://dblp.uni-trier.de/pers/r/Roy:Shourya.html,96-3834,https://dblp.uni-trier.de/pid/96/3834.html,3
shrainik jain,united states,university of washington,https://dblp.org/pers/j/Jain:Shrainik.html,143-7236,https://dblp.org/pid/143/7236.html,10
shrutendra harsola,india,intuit ai,https://dblp.org/pid/124/7268.html,124-7268,https://dblp.org/pid/124/7268.html,7
shuai ma,china,beihang university,https://dblp.uni-trier.de/pers/hd/m/Ma_0001:Shuai,35-6569,https://dblp.uni-trier.de/pid/35/6569.html,10
shuai ma,china,beihang university,https://dblp.uni-trier.de/pers/hd/m/Ma_0001:Shuai,35-6569,https://dblp.uni-trier.de/pid/35/6569.html,4
shu-ching chen,united states,florida international university,https://dblp.uni-trier.de/pers/c/Chen:Shu=Ching.html,c-ShuChingChen,https://dblp.uni-trier.de/pid/c/ShuChingChen.html,4
sourav s bhowmick,singapore,nanyang technological university,https://dblp.org/pers/b/Bhowmick:Sourav_S=.html,b-SSBhowmick,https://dblp.org/pid/b/SSBhowmick.html,4
sowmya vajjala,canada,"national research council, canada",https://dblp.org/pid/127/0212.html,127-0212,https://dblp.org/pid/127/0212.html,1
spiros skiadopoulos,greece,university of the peloponnese,https://dblp.org/pid/01/5237.html,01-5237,https://dblp.org/pid/01/5237.html,5
spyros blanas,united states,the ohio state university,https://dblp.org/pers/b/Blanas:Spyros.html,65-5338,https://dblp.org/pid/65/5338.html,7
sreenivasa kumar p,india,indian institute of technology  madras,https://dblp.uni-trier.de/pid/119/1402.html,119-1402,https://dblp.uni-trier.de/pid/119/1402.html,9
sridhar chimalakonda,india,indian institute of technology tirupati,https://dblp.org/pid/76/1783.html,76-1783,https://dblp.org/pid/76/1783.html,5
srijan kumar,united states,georgia institute of technology,https://dblp.org/pers/k/Kumar:Srijan.html,131-9628,https://dblp.org/pid/131/9628.html,1
srikanta bedathur,india,ibm india,https://dblp.uni-trier.de/pid/b/SrikantaJBedathur.html,b-SrikantaJBedathur,https://dblp.uni-trier.de/pid/b/SrikantaJBedathur.html,6
stelios paparizos,united states,linkedin,https://dblp.org/pers/p/Paparizos:Stelios.html,05-5881,https://dblp.org/pid/05/5881.html,4
stephane bressan,singapore,national university of singapore,https://dblp.uni-trier.de/pid/b/SBressan.html,b-SBressan,https://dblp.uni-trier.de/pid/b/SBressan.html,1
steven whang,south korea,kaist,https://dblp.uni-trier.de/pid/w/StevenEuijongWhang.html,w-StevenEuijongWhang,https://dblp.uni-trier.de/pid/w/StevenEuijongWhang.html,9
steven whang,south korea,kaist,https://dblp.org/pid/w/StevenEuijongWhang.html,w-StevenEuijongWhang,https://dblp.org/pid/w/StevenEuijongWhang.html,6
stijn vansummeren,belgium,hasselt university,https://dblp.uni-trier.de/pid/28/3797.html,28-3797,https://dblp.uni-trier.de/pid/28/3797.html,9
stijn vansummeren,belgium,ulb,https://dblp.uni-trier.de/pid/28/3797.html,28-3797,https://dblp.uni-trier.de/pid/28/3797.html,8
stratos idreos,united states,harvard,https://dblp.org/pers/i/Idreos:Stratos.html,i-StratosIdreos,https://dblp.org/pid/i/StratosIdreos.html,1
subarna chatterjee,united states,harvard university,https://dblp.org/pid/139/7927.html,139-7927,https://dblp.org/pid/139/7927.html,8
subarna chatterjee,united states,"harvard university, usa",https://dblp.org/pid/139/7927.html,139-7927,https://dblp.org/pid/139/7927.html,7
subba reddy oota,india,teradata,https://dblp.org/pers/o/Oota:Subba_Reddy.html,190-1709,https://dblp.org/pid/190/1709.html,8
subhadeep sarkar,united states,boston university,https://dblp.org/pid/158/4862.html,158-4862,https://dblp.org/pid/158/4862.html,6
sudeepa roy,united states,duke university,https://dblp.org/pers/r/Roy:Sudeepa.html,77-4620,https://dblp.org/pid/77/4620.html,8
sudeshna sarkar,india,iit kharagpur,https://dblp.org/pers/s/Sarkar:Sudeshna.html,61-3197,https://dblp.org/pid/61/3197.html,1
sudhanshu singh,india,ey,https://dblp.org/pid/21/5625.html,21-5625,https://dblp.org/pid/21/5625.html,6
sudip roy,united states,cornell university,https://dblp.org/pers/hd/r/Roy_0002:Sudip,44-4775-2,https://dblp.org/pid/44/4775-2.html,3
sudip roy,united states,google,https://dblp.org/pers/hd/r/Roy_0002:Sudip,44-4775-2,https://dblp.org/pid/44/4775-2.html,4
sudipto das,united states,amazon web services,https://dblp.org/pers/d/Das:Sudipto.html,71-5974,https://dblp.org/pid/71/5974.html,7
sudipto das,united states,microsoft research,https://dblp.org/pers/d/Das:Sudipto.html,71-5974,https://dblp.org/pid/71/5974.html,4
sujatha das gollapalli,singapore,"i2r, a*star",https://dblp.org/pers/g/Gollapalli:Sujatha_Das.html,03-6702,https://dblp.org/pid/03/6702.html,1
sumio fujita,japan,yahoo!japan research,https://dblp.uni-trier.de/pers/f/Fujita:Sumio.html,46-1330,https://dblp.uni-trier.de/pid/46/1330.html,8
sungchul kim,united states,adobe,https://dblp.org/pers/k/Kim:Sungchul.html,61-1573,https://dblp.org/pid/61/1573.html,2
sungpack hong,united states,oracle,https://dblp.org/pers/h/Hong:Sungpack.html,93-5196,https://dblp.org/pid/93/5196.html,7
sunil kumar maurya,japan,tokyo institute of technology,https://dblp.uni-trier.de/pers/hd/m/Maurya:Sunil_Kumar,251-9524,https://dblp.uni-trier.de/pid/251/9524.html,6
suppanut pothirattanachaikul,japan,kyoto university,https://dblp.uni-trier.de/pers/hd/p/Pothirattanachaikul:Suppanut,204-3779,https://dblp.uni-trier.de/pid/204/3779.html,3
supratim ghosh,singapore,singapore university of technology and design,https://dblp.org/pid/26/11046.html,26-11046,https://dblp.org/pid/26/11046.html,7
suprio ray,canada,university of new brunswick,https://dblp.org/pid/19/5099.html,19-5099,https://dblp.org/pid/19/5099.html,6
supun nakandala,united states,"university of california, san diego",https://dblp.org/pid/182/0250.html,182-0250,https://dblp.org/pid/182/0250.html,10
surajit chaudhuri,united states,microsoft,https://dblp.uni-trier.de/pers/c/Chaudhuri:Surajit.html,c-SurajitChaudhuri,https://dblp.uni-trier.de/pid/c/SurajitChaudhuri.html,7
sven hartmann,germany,clausthal university of technology,https://dblp.org/pid/h/SvenHartmann.html,h-SvenHartmann,https://dblp.org/pid/h/SvenHartmann.html,9
sven helmer,switzerland,university of zurich,https://dblp.uni-trier.de/pers/h/Helmer:Sven.html,h-SvenHelmer,https://dblp.uni-trier.de/pid/h/SvenHelmer.html,4
takahiro hara,japan,osaka university,https://dblp.uni-trier.de/pers/h/Hara:Takahiro.html,40-2808,https://dblp.uni-trier.de/pid/40/2808.html,5
takehiro yamamoto,japan,university of hyogo,https://dblp.org/pers/y/Yamamoto:Takehiro.html,38-4395,https://dblp.org/pid/38/4395.html,1
tamer elsayed,qatar,qatar university,https://dblp.org/pers/e/Elsayed:Tamer.html,99-5856,https://dblp.org/pid/99/5856.html,7
tamer ozsu,canada,university of waterloo,https://dblp.org/pid/o/MTamerOzsu.html,o-MTamerOzsu,https://dblp.org/pid/o/MTamerOzsu.html,4
tanmay basu,united kingdom,"university of birmingham, uk",https://dblp.org/pid/11/7631.html,11-7631,https://dblp.org/pid/11/7631.html,6
